                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    256,                0.69075,                 1.1325,                0.70201,                 1.0393,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00020225,             0.00020225,             0.00020225
                    257,                0.73086,                 1.2112,                0.71225,                 1.0584,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00019813,             0.00019813,             0.00019813
                    258,                0.66544,                 1.1167,                0.68848,                 1.0176,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000194,               0.000194,               0.000194
                    259,                0.71287,                 1.2147,                0.70539,                   1.07,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00018987,             0.00018987,             0.00018987
                    260,                0.70395,                 1.1871,                0.72075,                 1.0816,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00018575,             0.00018575,             0.00018575
                    261,                0.69768,                  1.226,                0.70509,                 1.0557,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00018163,             0.00018163,             0.00018163
                    262,                0.68025,                 1.1578,                0.71506,                 1.0467,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0001775,              0.0001775,              0.0001775
                    263,                0.76104,                 1.2629,                0.74303,                  1.067,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00017338,             0.00017338,             0.00017338
                    264,                0.72518,                  1.181,                0.67974,                 1.0524,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00016925,             0.00016925,             0.00016925
                    265,                0.65796,                 1.0946,                0.64185,                 1.0328,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00016512,             0.00016512,             0.00016512
                    266,                0.68677,                 1.1665,                0.65743,                  1.059,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000161,               0.000161,               0.000161
                    267,                 0.6908,                 1.1736,                0.71566,                 1.0559,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00015688,             0.00015688,             0.00015688
                    268,                0.65701,                 1.0919,                0.67023,                 1.0235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00015275,             0.00015275,             0.00015275
                    269,                0.66574,                 1.1524,                0.64034,                 1.0286,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00014862,             0.00014862,             0.00014862
                    270,                0.66233,                 1.1788,                0.69219,                 1.0363,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0001445,              0.0001445,              0.0001445
                    271,                0.71347,                 1.1023,                 0.6863,                 1.0639,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00014038,             0.00014038,             0.00014038
                    272,                0.67624,                 1.2202,                 0.6305,                 1.0216,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00013625,             0.00013625,             0.00013625
                    273,                0.66991,                 1.0971,                0.65538,                 1.0423,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00013212,             0.00013212,             0.00013212
                    274,                 0.7217,                  1.114,                0.68924,                 1.0665,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000128,               0.000128,               0.000128
                    275,                0.71432,                 1.1223,                0.77639,                 1.0613,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00012387,             0.00012387,             0.00012387
                    276,                0.62611,                 1.0148,                0.62483,                  1.028,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00011975,             0.00011975,             0.00011975
                    277,                0.65833,                 1.1006,                 0.6314,                 1.0409,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00011563,             0.00011563,             0.00011563
                    278,                0.68154,                 1.1327,                0.68109,                 1.0468,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0001115,              0.0001115,              0.0001115
                    279,                0.63084,                 1.1016,                0.65069,                 1.0215,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00010737,             0.00010737,             0.00010737
                    280,                0.70291,                  1.223,                 0.6961,                 1.0673,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00010325,             0.00010325,             0.00010325
                    281,                0.64904,                 1.0888,                0.66018,                 1.0278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    282,                0.61846,                  1.034,                0.61603,                 1.0068,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                9.5e-05,                9.5e-05,                9.5e-05
                    283,                0.63933,                  1.042,                0.65362,                 1.0569,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    284,                0.70918,                 1.2811,                0.72439,                  1.056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              8.675e-05,              8.675e-05,              8.675e-05
                    285,                0.62982,                  1.137,                0.67177,                 1.0187,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    286,                0.63769,                   1.15,                0.64282,                 1.0225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               7.85e-05,               7.85e-05,               7.85e-05
                    287,                0.67545,                  1.085,                0.66469,                  1.041,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    288,                0.73313,                  1.124,                0.65618,                 1.0631,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              7.025e-05,              7.025e-05,              7.025e-05
                    289,                0.65735,                 1.0858,                0.65344,                 1.0336,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    290,                0.61195,                 1.0713,                0.64783,                 1.0039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                6.2e-05,                6.2e-05,                6.2e-05
                    291,                0.62988,                 1.0503,                0.62453,                 1.0462,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    292,                0.64241,                0.99092,                0.62112,                 1.0377,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              5.375e-05,              5.375e-05,              5.375e-05
                    293,                0.64198,                 1.2037,                  0.631,                 1.0425,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    294,                0.60646,                 1.0392,                0.58878,                 1.0256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               4.55e-05,               4.55e-05,               4.55e-05
                    295,                0.58025,                0.98792,                0.57219,                0.99224,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    296,                0.60315,                 1.0318,                0.58595,                 1.0287,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              3.725e-05,              3.725e-05,              3.725e-05
                    297,                0.65882,                 1.1367,                0.63242,                 1.0439,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    298,                0.60634,                 1.0482,                 0.5959,                 1.0151,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                2.9e-05,                2.9e-05,                2.9e-05
                    299,                 0.5807,                0.94762,                0.57443,                 1.0186,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    300,                0.62892,                 1.0266,                0.57957,                 1.0256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              2.075e-05,              2.075e-05,              2.075e-05
